DISTRICT,ARSON_mean,ARSON_std,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_mean,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_std,ATTEMPT TO MURDER_mean,ATTEMPT TO MURDER_std,BURGLARY_mean,BURGLARY_std,CAUSING DEATH BY NEGLIGENCE_mean,CAUSING DEATH BY NEGLIGENCE_std,CHEATING_mean,CHEATING_std,COUNTERFIETING_mean,COUNTERFIETING_std,CRIMINAL BREACH OF TRUST_mean,CRIMINAL BREACH OF TRUST_std,CRUELTY BY HUSBAND OR HIS RELATIVES_mean,CRUELTY BY HUSBAND OR HIS RELATIVES_std,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_mean,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_std,DACOITY_mean,DACOITY_std,DOWRY DEATHS_mean,DOWRY DEATHS_std,HURT/GREVIOUS HURT_mean,HURT/GREVIOUS HURT_std,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_mean,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_std,INSULT TO MODESTY OF WOMEN_mean,INSULT TO MODESTY OF WOMEN_std,KIDNAPPING & ABDUCTION_mean,KIDNAPPING & ABDUCTION_std,MURDER_mean,MURDER_std,OTHER IPC CRIMES_mean,OTHER IPC CRIMES_std,RAPE_mean,RAPE_std,RIOTS_mean,RIOTS_std,ROBBERY_mean,ROBBERY_std,THEFT_mean,THEFT_std,TOTAL IPC CRIMES_mean,TOTAL IPC CRIMES_std
CHURU,13.857142857142858,5.868522849879724,34.142857142857146,24.232391363808723,37.42857142857143,9.312640588215283,102.35714285714286,24.215720078104198,137.92857142857142,57.878472530100375,279.92857142857144,157.46231015985734,0.9285714285714286,1.4392458342578487,8.785714285714286,4.335516497108885,262.42857142857144,99.60978812400862,1.3571428571428572,1.4990839693802172,0.7857142857142857,0.8925823753039809,10.714285714285714,4.28644682384214,594.5,255.77657016653004,0.0,0.0,0.2857142857142857,0.8254203058555569,41.285714285714285,23.94040219258768,28.928571428571427,8.489489299800582,1059.7857142857142,260.8067892495924,36.07142857142857,19.83960408148031,36.07142857142857,62.76998827920416,4.857142857142857,3.23103086329432,202.71428571428572,33.062710976912605,2965.785714285714,467.7409175324155
CID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,1.2401124093721454,0.0,0.0,0.16666666666666666,0.3892494720807615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.76339711883103,0.08333333333333333,0.28867513459481287,0.0,0.0,0.0,0.0,0.16666666666666666,0.38924947208076144,3.3333333333333335,2.8709622502610936
CID CRIME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.597618541248888,0.0,0.0,5.25,2.362907813126304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.25,1.2583057392117916,1.75,1.5,0.5,0.5773502691896257,0.0,0.0,0.0,0.0,0.5,0.5773502691896257,15.5,8.18535277187245
COIMBATORE RURAL,14.076923076923077,9.595672101365443,73.3076923076923,38.254377996478205,54.46153846153846,24.123347558659795,232.3846153846154,73.03142983394032,734.0,121.19612205017121,95.07692307692308,37.80754232174125,3.923076923076923,3.3779071050365506,15.461538461538462,11.318240327125242,78.61538461538461,40.06565125211882,0.46153846153846156,0.8770580193070292,8.153846153846153,4.543239553559292,8.0,6.68331255192114,1105.8461538461538,1018.0691566353966,0.0,0.0,17.384615384615383,15.772013513068337,42.61538461538461,18.122446769768064,66.61538461538461,18.572104805946932,4331.615384615385,2227.7706920619676,16.0,7.724420150837647,204.92307692307693,139.88296390105404,52.38461538461539,27.094090565836378,850.1538461538462,376.4327842067439,8005.846153846154,3038.398504863866
COIMBATORE URBAN,7.0,7.799572637865061,20.0,7.571877794400365,25.692307692307693,11.757158212372971,145.76923076923077,33.52152006834278,248.6153846153846,58.64659475982452,108.76923076923077,36.009614100852396,28.153846153846153,45.635961977819925,15.692307692307692,9.303983155837212,47.53846153846154,25.62100500440795,0.07692307692307693,0.2773500981126146,2.0,1.0801234497346435,3.3076923076923075,2.175033156245952,216.3846153846154,95.76232597907739,0.0,0.0,9.307692307692308,10.42740472173058,13.923076923076923,7.353701318174615,22.076923076923077,4.386751616354606,3540.3846153846152,4279.05502688116,9.0,5.44671154612273,62.07692307692308,67.21664171227928,35.46153846153846,33.75800000151911,860.8461538461538,232.9691847125731,5422.076923076923,4186.591144386613
COOCHBEHAR,15.428571428571429,24.443700732387178,99.71428571428571,54.15281592426633,59.285714285714285,59.914591225829476,9.5,3.7365142126771658,96.35714285714286,35.21495998284545,45.357142857142854,33.00491138943075,4.0,1.9999999999999998,12.714285714285714,9.143543930249123,375.2142857142857,190.51354830539506,9.5,6.1862129586064825,3.5,3.6321216516393955,12.5,7.197756060585293,161.85714285714286,189.8136159268054,0.0,0.0,1.1428571428571428,2.2483204964917824,122.21428571428571,105.47779829929108,44.214285714285715,17.142742673610496,1075.5714285714287,603.5186204871607,104.85714285714286,38.92173042017915,62.142857142857146,38.516444325982164,7.642857142857143,3.586451918350135,215.28571428571428,93.9094724241863,2571.214285714286,1351.4628073980505
CP AMRITSAR,3.8,1.4832396974191326,25.8,21.51046257057249,71.2,9.602083107326242,117.4,28.112274899054327,71.6,8.294576541331086,272.8,20.47437422731156,4.4,5.412947441089743,17.2,4.08656334834051,108.8,24.0249869927124,3.0,2.6457513110645907,1.6,1.140175425099138,5.2,2.7748873851023212,148.0,9.407443861113387,0.0,0.0,2.2,1.7888543819998317,57.2,13.442470011125186,34.8,13.292855223765885,504.6,68.79171461738689,26.8,5.263078946776306,0.0,0.0,13.0,7.245688373094719,329.2,73.14164340510814,1850.8,138.05687233890242
CP JALANDHAR,5.4,2.9664793948382653,43.6,31.17370686973238,40.2,8.228000972289685,178.0,19.83683442487737,81.0,13.729530217745982,225.0,35.85387008399512,1.6,2.073644135332772,10.4,6.107372593840988,106.2,34.412207136421806,6.8,2.16794833886788,1.6,1.949358868961793,5.4,3.646916505762094,136.6,58.432011774369016,0.0,0.0,5.2,4.969909455915671,63.8,28.51666179622012,22.2,7.049822692805827,474.0,76.16101364871662,32.0,13.784048752090222,0.0,0.0,16.2,5.540758070878027,462.2,47.02871463265821,1940.0,159.81239000778382
CP LUDHIANA,5.0,1.8708286933869707,52.6,34.268060931427094,78.6,9.423375191511795,217.0,26.953663943887108,248.0,16.64331697709324,348.0,56.34713834792323,2.2,1.6431676725154984,38.6,7.231873892705818,132.2,19.018412131405714,10.2,3.1937438845342623,3.2,2.7748873851023212,10.2,3.5637059362410923,216.6,25.861167800391385,0.0,0.0,15.4,4.393176527297759,152.0,57.20576893985431,77.8,7.463243262818117,1053.0,90.58973451776974,78.4,29.829515584400628,0.0,0.0,19.4,8.142481194328912,596.6,169.25217871566676,3376.2,355.71927133626036
CRIME BRANCH,0.2222222222222222,0.6666666666666666,0.5555555555555556,1.3333333333333333,3.4444444444444446,2.5549516194593154,0.5555555555555556,1.6666666666666667,0.5555555555555556,1.6666666666666667,37.77777777777778,22.598549609309984,3.3333333333333335,2.598076211353316,6.888888888888889,19.92137322352832,0.2222222222222222,0.6666666666666666,0.4444444444444444,1.3333333333333333,0.2222222222222222,0.6666666666666666,0.3333333333333333,1.0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,3.111111111111111,7.114148656804348,15.555555555555555,10.100880049667841,1.2222222222222223,1.3017082793177757,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.33333333333333337,2.2222222222222223,2.5385910352879693,79.33333333333333,52.848841046895245
CRIME JAMMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.214285714285715,13.382989038491948,0.0,0.0,0.07142857142857142,0.2672612419124244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.9944903161976938,0.5714285714285714,0.646206172658864,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.36313651960128146,28.714285714285715,13.836565666759558
CRIME SRINAGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.30769230769231,24.50640941802986,0.07692307692307693,0.2773500981126145,5.3076923076923075,3.7055052598490845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.6504436355879909,0.07692307692307693,0.2773500981126146,0.07692307692307693,0.2773500981126146,0.0,0.0,0.0,0.0,0.15384615384615385,0.37553380809940534,58.38461538461539,26.65063620734804
CSM NAGAR,1.6666666666666667,1.5275252316519468,36.333333333333336,17.7857620959388,39.666666666666664,13.868429375143148,47.333333333333336,10.214368964029708,109.33333333333333,49.702447961175245,36.666666666666664,2.5166114784235836,1.0,1.0,19.0,3.0,39.333333333333336,26.312227829154512,13.0,3.4641016151377544,0.3333333333333333,0.5773502691896258,14.0,2.6457513110645907,199.66666666666666,32.34707611722168,0.0,0.0,0.0,0.0,94.33333333333333,13.613718571108093,31.666666666666668,2.886751345948128,455.6666666666667,146.05592536194254,25.333333333333332,5.033222956847167,50.0,1.7320508075688772,12.0,4.58257569495584,109.66666666666667,25.69695182961071,1337.0,170.220445305492
CUDDALORE,35.214285714285715,18.115775409330915,45.0,39.70274162205542,114.78571428571429,35.73659742622954,122.42857142857143,42.95384694102459,423.2857142857143,66.1088014289597,26.357142857142858,16.269873730573057,1.7142857142857142,3.6464644927248773,1.7142857142857142,3.2208114464566804,41.07142857142857,14.381956033191708,1.4285714285714286,2.31098665955893,2.9285714285714284,2.234839031005476,8.285714285714286,4.046433784658582,847.2142857142857,626.8818044123603,0.0,0.0,29.142857142857142,36.83822668173571,55.214285714285715,35.968316338407895,59.142857142857146,6.712298045747451,4817.714285714285,1190.9301102384336,24.571428571428573,8.05475765489694,187.64285714285714,63.80572333004563,24.214285714285715,12.385963342109804,458.07142857142856,89.57632266630276,7554.785714285715,1580.0318973689411
CUDDAPAH,26.5,12.924336019249173,160.07142857142858,60.564605410845594,55.357142857142854,47.47405306360216,136.64285714285714,34.43300550535587,406.85714285714283,99.66008161812768,169.57142857142858,90.60626085152452,4.142857142857143,2.2138425646596693,35.92857142857143,25.715796658905937,149.14285714285714,83.7200988117844,3.2857142857142856,2.840058813816021,3.142857142857143,1.9944979263017493,12.214285714285714,4.758451128556134,1189.2857142857142,647.0600291462001,0.0,0.0,50.92857142857143,39.68620044164603,54.57142857142857,21.717466510814553,97.78571428571429,12.115968937592376,1881.2857142857142,573.8225976958155,24.642857142857142,8.863122759780838,113.28571428571429,34.85448557696936,9.357142857142858,3.586451918350135,419.2857142857143,170.34735037628198,5071.285714285715,1243.7923663334852
CUTTACK,18.428571428571427,5.3308144234800015,35.142857142857146,17.010662461016544,62.714285714285715,56.60854593193038,203.57142857142858,95.04793469670916,241.78571428571428,182.74453735766204,66.71428571428571,31.472646417603226,0.35714285714285715,0.633323693776651,11.928571428571429,10.564558207037814,102.71428571428571,48.085546479371324,9.857142857142858,36.882051383914565,14.214285714285714,7.083877376219797,33.214285714285715,13.127648869282147,152.92857142857142,188.81389465075608,0.0,0.0,5.0,3.721042037676254,52.285714285714285,18.17195036917557,39.92857142857143,8.624333068656432,1574.5,387.2492240643762,37.42857142857143,9.137532790338184,57.642857142857146,23.233288925283787,89.35714285714286,36.93988285112644,451.57142857142856,268.8496045935532,3278.785714285714,844.236949838449
CYBER CELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.1213203435596424
CYBERABAD,49.0,14.856893104793908,174.83333333333334,91.93261695723702,96.75,20.75889732576897,1198.8333333333333,136.1241634640517,1038.0,140.21541868269568,1323.4166666666667,515.6128671667134,9.083333333333334,4.077841080619484,128.58333333333334,51.57775830253921,982.25,326.54113620853906,10.333333333333334,4.334498677803327,14.25,5.065480323630812,44.0,8.54932214218818,3096.9166666666665,1219.8100044554878,0.3333333333333333,0.8876253645985944,314.75,364.98022985062926,146.25,32.2437449888981,176.33333333333334,23.742303378083808,2641.9166666666665,1004.6601830138056,76.5,35.617921944385856,53.666666666666664,19.4344274342459,76.33333333333333,16.810891130634943,3218.8333333333335,1097.0325124322128,15087.166666666666,3295.538963600046
D AND N HAVELI,4.583333333333333,3.4761089357690356,4.166666666666667,2.855085839605379,2.5833333333333335,1.781640374554423,32.333333333333336,9.856546816787061,12.333333333333334,8.647998542314793,14.25,6.032111043106188,1.1666666666666667,1.1146408580454255,13.583333333333334,5.822500764406575,3.1666666666666665,1.3371158468430429,0.25,0.4522670168666455,3.3333333333333335,2.6053557891157184,0.08333333333333333,0.28867513459481287,26.5,6.598897979621639,0.0,0.0,0.3333333333333333,0.6513389472789296,11.75,4.413306326018253,9.0,2.8919952219248852,154.91666666666666,26.60983527444944,4.666666666666667,1.8257418583505536,21.666666666666668,15.773011088180935,2.5,1.6236882817719773,64.41666666666667,11.244864147555084,387.5833333333333,42.574978424877536
D&N HAVELI,11.5,9.192388155425117,1.5,0.7071067811865476,1.5,0.7071067811865476,18.0,4.242640687119285,40.5,34.64823227814083,16.0,8.48528137423857,1.0,0.0,1.0,0.0,3.5,3.5355339059327378,1.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,14.0,1.4142135623730951,0.0,0.0,1.0,0.0,13.5,0.7071067811865476,3.5,0.7071067811865476,84.5,77.07463914933368,5.0,0.0,6.5,0.7071067811865476,1.0,1.4142135623730951,48.0,14.142135623730951,295.5,26.16295090390226
DAHOD,21.714285714285715,12.461809792189229,20.642857142857142,6.743739465461428,15.0,7.524319545007682,93.14285714285714,38.43647535040951,66.71428571428571,93.03963470679378,5.928571428571429,3.8122128787578267,2.0714285714285716,2.4640269015229057,9.428571428571429,6.936129331975443,33.0,34.771783432503476,1.7857142857142858,2.2249830225306106,29.071428571428573,15.53390478283544,0.0,0.0,322.92857142857144,136.11446782634223,0.0,0.0,0.07142857142857142,0.2672612419124244,42.5,26.02587469896361,40.857142857142854,8.681165668424798,750.7142857142857,226.49755596284666,9.142857142857142,6.882051827953446,48.857142857142854,11.850719827907522,45.785714285714285,14.299965419154377,164.42857142857142,46.06970351996617,1754.0,274.4129398160035
DAKSHIN DINAJPUR,5.642857142857143,5.001648080031573,60.92857142857143,20.56308973234955,76.78571428571429,72.28169102298905,4.642857142857143,3.2958515383186424,84.57142857142857,38.92144808301871,39.714285714285715,75.20170678446536,3.0714285714285716,1.6391501416322996,9.928571428571429,9.738616911074145,203.57142857142858,100.96359914171221,11.857142857142858,4.73704131706284,1.2857142857142858,0.9944903161976938,13.071428571428571,7.237342114279308,147.57142857142858,146.92683385105155,0.0,0.0,1.2857142857142858,1.8156825980064073,73.71428571428571,54.46583766479198,32.42857142857143,10.360533738213459,590.0,268.96296570917883,40.857142857142854,16.5290287436616,23.714285714285715,9.972489631508745,5.928571428571429,3.292515655340053,141.35714285714286,59.14338137475368,1603.2857142857142,684.0804528226677
DAKSHIN KANNADA,18.923076923076923,5.808923286082348,42.38461538461539,17.10038236189697,34.84615384615385,12.388476862567044,188.6153846153846,57.295343704845784,9.307692307692308,4.6076858867298265,74.0,34.75149876863826,5.923076923076923,4.906824133482173,7.384615384615385,4.292211192739346,41.07692307692308,13.512102836972607,0.6153846153846154,0.7679476477883045,5.538461538461538,2.904461643041174,1.5384615384615385,1.2659242088545832,437.3076923076923,110.90339986927408,0.0,0.0,3.1538461538461537,2.339734808553947,11.461538461538462,3.478873970491616,31.0,11.239810200058244,2038.3076923076924,611.425981431302,10.846153846153847,4.543239553559292,202.46153846153845,86.52033998297297,24.53846153846154,14.64931957814301,220.6153846153846,85.61399657915995,3410.076923076923,945.1179345755801
DAMAN,2.7142857142857144,2.9464077588342525,1.3571428571428572,1.2774459408789602,2.5714285714285716,1.7851647506079618,33.0,10.919284281983376,21.0,12.127527492317759,8.214285714285714,8.937204617419608,0.7857142857142857,1.05090228108783,4.5,2.210116599778252,1.5,1.3445044840729643,0.42857142857142855,1.0894095588038442,2.7142857142857144,2.6144148169647514,0.14285714285714285,0.36313651960128146,13.142857142857142,2.8784916685156974,0.0,0.0,0.07142857142857142,0.26726124191242434,3.2857142857142856,3.3380918415851206,5.5,2.5038431998091992,39.07142857142857,14.73595438539193,1.8571428571428572,2.0701966780270626,16.357142857142858,7.870169022299359,1.7142857142857142,1.7288756430151326,39.285714285714285,8.042469687932849,200.92857142857142,23.54198960846926
DAMOH,13.5,7.920275830472651,153.5,28.503036275510663,54.642857142857146,11.042624707901671,130.42857142857142,30.063303175170184,67.57142857142857,30.2367944111762,15.285714285714286,8.250208122582972,0.5,1.6052797503622467,3.0714285714285716,1.8999710813299528,68.21428571428571,26.148035876902497,0.0,0.0,1.1428571428571428,1.3506205330054124,26.142857142857142,6.137615959827535,1107.5,330.7785106032783,0.0,0.0,0.0,0.0,23.214285714285715,25.570952785800266,45.5,6.022394106103551,891.7142857142857,208.02197686096258,47.357142857142854,8.819620983110005,18.5,10.959716447763812,22.142857142857142,8.547218556638473,146.0,24.828643508285715,2865.785714285714,375.0067032367922
DANTEWARA,11.0,6.905961749988751,11.5,4.380902611598172,51.92857142857143,30.031942701356876,42.714285714285715,16.37741677493066,36.785714285714285,7.566917586325475,5.428571428571429,2.7655653397364617,0.35714285714285715,0.633323693776651,1.3571428571428572,1.9057460827371866,4.071428571428571,2.0926349130034314,0.07142857142857142,0.2672612419124244,10.642857142857142,8.77590357265185,0.5,0.6504436355879908,49.285714285714285,27.190011094089375,0.0,0.0,0.6428571428571429,0.9287827316640651,7.857142857142857,3.59180997563887,60.142857142857146,20.452034477912317,256.2857142857143,55.377624711442046,11.142857142857142,3.347953286530624,17.285714285714285,9.674936465134829,2.9285714285714284,2.786348194992195,46.357142857142854,19.00448183114525,636.0,142.73913807523687
DARBHANGA,30.214285714285715,10.146455018899433,39.92857142857143,51.73819342942561,122.92857142857143,93.04379802893017,78.78571428571429,26.68384291153492,113.28571428571429,78.444913127649,135.42857142857142,60.52299535740912,5.571428571428571,11.015473632153059,90.92857142857143,68.95869921773611,163.5,120.65765301367846,11.857142857142858,11.292319669425034,20.5,9.246621004453466,32.785714285714285,7.1055619755942585,318.42857142857144,540.4588811350981,0.8571428571428571,1.8752289237539814,0.35714285714285715,0.8418973861410954,115.71428571428571,74.19561315191763,65.35714285714286,11.13972201598436,1918.857142857143,420.5551015106028,47.92857142857143,19.221239396980724,345.7142857142857,225.90380136803248,29.5,11.312008595361766,325.35714285714283,139.9453778844046,4030.3571428571427,1208.1780056790446
DARJEELING,7.428571428571429,5.154748157905347,45.357142857142854,20.07143834812636,7.642857142857143,12.797879288605369,7.571428571428571,4.636216722124354,125.0,94.68815213027527,19.428571428571427,12.270755012281379,4.285714285714286,1.8575654633281302,31.071428571428573,28.601947985608057,122.85714285714286,78.78877032718768,16.071428571428573,7.374220018355899,4.357142857142857,2.871803048130695,2.357142857142857,2.134231724753677,463.35714285714283,271.9209747031598,0.07142857142857142,0.2672612419124244,2.2857142857142856,2.198900824313101,42.857142857142854,22.037929341712882,45.857142857142854,12.221400793797631,525.7857142857143,272.74168634905715,35.0,14.930608725804749,34.714285714285715,26.14582941129226,11.857142857142858,6.837196263619521,461.92857142857144,105.25314852642305,2061.1428571428573,620.8133445659886
DARRANG,16.357142857142858,10.0277088636909,152.14285714285714,109.09195637192937,8.857142857142858,6.359210677400179,115.0,37.9898771942049,86.85714285714286,47.29426236603393,57.92857142857143,55.40267181243197,3.0,3.8230072737812852,34.5,27.444349285277433,179.42857142857142,162.05018894238827,0.42857142857142855,0.7559289460184544,12.642857142857142,8.915044698599216,5.285714285714286,2.998167938760434,284.2142857142857,92.76784802060263,0.0,0.0,0.35714285714285715,0.7449463436684919,102.42857142857143,62.25223417147901,38.5,16.593557600651945,495.7142857142857,316.53276135494883,70.5,23.34605880097242,58.785714285714285,28.15391370916053,15.571428571428571,7.387247699341653,187.42857142857142,66.66300356236617,1945.5714285714287,826.2417893725145
DATIYA,10.76923076923077,2.586949495507729,65.46153846153847,6.145667642268885,51.46153846153846,8.569474746791512,97.23076923076923,15.964303127884232,69.92307692307692,19.85556823018646,14.384615384615385,5.810026700146072,0.0,0.0,2.6153846153846154,1.8946618668626836,28.692307692307693,7.2959419700796175,0.0,0.0,1.3076923076923077,1.3155870289605438,10.615384615384615,3.500915631147123,398.0,70.00952316173374,0.0,0.0,0.0,0.0,19.23076923076923,5.2146244056794435,49.38461538461539,8.160253892480528,1227.4615384615386,244.11220623059646,24.153846153846153,4.651991577918606,27.923076923076923,6.909673635099544,36.84615384615385,10.065172244313175,144.07692307692307,23.809877286753423,2282.846153846154,264.34032551297923
DAUSA,13.928571428571429,7.065237605175245,41.857142857142854,49.56248137895802,22.0,5.697502826812677,85.07142857142857,27.77509755079258,211.92857142857142,52.82258299936946,265.7142857142857,144.94690198691518,1.0,1.1766968108291043,11.5,5.680601268284086,129.85714285714286,57.87101990681471,1.6428571428571428,2.097879620259204,1.0,1.3008872711759818,11.214285714285714,4.758451128556134,80.92857142857143,66.12745768091088,0.0,0.0,0.0,0.0,72.07142857142857,33.64398285604102,31.357142857142858,6.686463281047102,2506.9285714285716,511.032810069014,18.785714285714285,9.357667127331151,99.85714285714286,181.51832166175706,12.285714285714286,6.207050227561601,723.1428571428571,262.84709130327735,4453.857142857143,825.5984176660871
DAVANAGERE,1.5,2.345207879911715,89.35714285714286,46.62882426940714,25.357142857142858,12.851860941915364,164.21428571428572,32.683043289775185,22.642857142857142,70.50870883783095,60.785714285714285,20.434430113559177,2.7857142857142856,1.5776599725577716,14.142857142857142,6.514565253304355,93.28571428571429,20.712049898284114,4.285714285714286,2.2677868380553634,5.214285714285714,2.7784492472924924,9.214285714285714,2.3263894583856577,484.2142857142857,156.26859449797848,0.0,0.0,2.2857142857142856,2.1277858274442303,22.285714285714285,12.820827834957708,35.714285714285715,11.841443333469963,1407.5714285714287,225.0575018098244,17.428571428571427,8.95900308425755,256.14285714285717,53.41543588897119,31.928571428571427,12.584876673178838,295.14285714285717,65.38037478168359,3117.5,319.3870933281672
DCP BBSR,12.428571428571429,2.4397501823713332,59.857142857142854,17.855237993639957,66.42857142857143,19.33784840545558,286.14285714285717,43.148690870170384,170.14285714285714,11.26097348409647,197.28571428571428,108.59207197230421,3.0,1.2909944487358056,13.714285714285714,10.1277553570092,58.57142857142857,28.022949778453274,0.7142857142857143,0.9511897312113418,14.428571428571429,7.934253648099546,20.0,4.83045891539648,760.2857142857143,45.16899484423024,0.0,0.0,12.714285714285714,8.077010290825141,73.42857142857143,47.49686706460102,42.285714285714285,7.718252948137199,1318.5714285714287,282.8844623651483,46.42857142857143,14.292855358035158,64.42857142857143,16.22608129788934,89.28571428571429,21.921939434535183,1277.0,197.52215065657825,4601.285714285715,687.5205970940589
DCP CTC,3.7142857142857144,1.1126972805283737,31.857142857142858,22.901445161303478,18.0,4.281744192888376,135.85714285714286,23.60387377408329,154.14285714285714,93.65437980758217,78.42857142857143,45.49306592898579,0.0,0.0,7.142857142857143,3.132015933791495,111.0,46.78318786344799,15.571428571428571,17.04755254043957,10.857142857142858,5.490251100164467,9.142857142857142,7.755182598937123,19.571428571428573,22.75124277086963,0.0,0.0,3.2857142857142856,1.6035674514745464,53.857142857142854,45.223255711446264,26.714285714285715,8.938946353165004,1006.1428571428571,259.54346365071405,27.428571428571427,17.9986772000717,28.714285714285715,4.386125310350269,56.142857142857146,9.154754164341268,600.4285714285714,95.28528592750152,2440.714285714286,396.88735357601354
DEHRADUN,4.142857142857143,2.14322341192107,28.642857142857142,20.44733250557164,40.0,11.08706800389882,120.14285714285714,27.343561027604466,140.35714285714286,13.737131840700634,169.71428571428572,38.00896366229049,6.857142857142857,5.111933893534632,37.714285714285715,11.64493003862177,109.42857142857143,25.563538594930584,8.642857142857142,4.749204676042616,4.214285714285714,3.786180771590923,8.571428571428571,3.0309756163343167,172.14285714285714,127.2888037513102,0.0,0.0,47.07142857142857,35.07237415076756,70.64285714285714,61.49122156593028,34.642857142857146,6.356185876852481,478.0,93.97135406396669,27.142857142857142,11.78563103533701,100.28571428571429,31.25928433510366,30.5,10.097600628938466,433.35714285714283,82.27777262500408,2094.0,244.11441201585404
DELHI UT TOTAL,47.0,13.784048752090223,627.8333333333334,124.36809977813539,439.75,69.51667556650118,1962.9166666666667,421.6522605036985,625.25,285.0282681355722,2177.3333333333335,301.459580686829,43.333333333333336,6.800178250783153,393.75,64.09385873289833,1267.5833333333333,579.1332800492527,73.58333333333333,9.624385064968456,31.75,9.294426482379837,131.83333333333334,10.043843282269387,1850.8333333333333,98.57330759235468,0.08333333333333333,0.2886751345948129,140.58333333333334,43.928574948087004,2090.25,1015.8641753341207,517.0833333333334,36.94580387868728,19788.083333333332,4435.030807689109,535.3333333333334,100.35059752807861,83.0,34.98830973599351,538.4166666666666,56.3406172447121,19295.5,2565.4584385641488,52764.5,3259.581805301801
DEOGARH,4.571428571428571,2.6808232293109495,55.5,17.731978934204633,17.428571428571427,11.972495952835372,23.571428571428573,8.61764099181071,31.0,9.339741389929875,7.571428571428571,4.345011033256519,0.07142857142857142,0.2672612419124244,2.5,1.7431183374807169,14.5,7.673631173350422,0.14285714285714285,0.36313651960128146,5.285714285714286,5.326690001645147,1.8571428571428572,1.5118578920369088,163.21428571428572,44.438684761103175,0.0,0.0,2.0,1.5191090506254998,7.857142857142857,3.7387192965000695,15.285714285714286,4.547671786894771,124.0,109.20622692868754,14.214285714285714,6.565393788981405,14.857142857142858,6.187545093630775,10.857142857142858,5.260259467966354,35.214285714285715,14.910907579190638,553.0714285714286,134.82094352579946
DEOGHAR,6.071428571428571,3.70995097861633,15.357142857142858,16.740586989327845,45.57142857142857,28.010202222965628,96.35714285714286,25.554187201249103,43.785714285714285,36.79711228517086,35.92857142857143,40.70619738436035,1.2142857142857142,2.9135907380774997,24.214285714285715,29.01240734961131,54.92857142857143,73.85585158392537,3.357142857142857,2.169974932756415,13.857142857142858,5.0817492878118085,16.428571428571427,6.618322884401894,258.2857142857143,178.74667444843172,0.8571428571428571,3.2071349029490928,3.5,6.477772646638539,24.214285714285715,21.264555454589658,47.5,8.112194050174855,533.3571428571429,252.386031291767,37.214285714285715,10.99775201805121,153.21428571428572,40.04839105848856,21.857142857142858,5.036133175625657,210.92857142857142,85.40623674372542,1656.9285714285713,376.15513663007033
DEORIA,4.928571428571429,3.292515655340053,19.5,25.111290748922546,33.214285714285715,23.168873587136325,53.07142857142857,19.229241697574455,100.0,44.8758972483688,46.92857142857143,30.67814126782051,3.0,1.4142135623730951,17.071428571428573,10.064899294190568,24.357142857142858,10.096512290863634,19.142857142857142,4.638586370488699,1.2142857142857142,1.1217137594956024,25.357142857142858,6.957089829885691,145.28571428571428,58.78962306580797,0.0,0.0,6.142857142857143,6.310639890231086,49.285714285714285,49.61455830302629,36.714285714285715,7.85864121577272,475.7142857142857,255.51378965389856,12.428571428571429,12.445044028814076,67.57142857142857,41.992149972830155,13.357142857142858,7.312866878182727,113.28571428571429,49.08145282068381,1282.2857142857142,461.9264724326438
