DISTRICT,ARSON_mean,ARSON_std,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_mean,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_std,ATTEMPT TO MURDER_mean,ATTEMPT TO MURDER_std,BURGLARY_mean,BURGLARY_std,CAUSING DEATH BY NEGLIGENCE_mean,CAUSING DEATH BY NEGLIGENCE_std,CHEATING_mean,CHEATING_std,COUNTERFIETING_mean,COUNTERFIETING_std,CRIMINAL BREACH OF TRUST_mean,CRIMINAL BREACH OF TRUST_std,CRUELTY BY HUSBAND OR HIS RELATIVES_mean,CRUELTY BY HUSBAND OR HIS RELATIVES_std,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_mean,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_std,DACOITY_mean,DACOITY_std,DOWRY DEATHS_mean,DOWRY DEATHS_std,HURT/GREVIOUS HURT_mean,HURT/GREVIOUS HURT_std,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_mean,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_std,INSULT TO MODESTY OF WOMEN_mean,INSULT TO MODESTY OF WOMEN_std,KIDNAPPING & ABDUCTION_mean,KIDNAPPING & ABDUCTION_std,MURDER_mean,MURDER_std,OTHER IPC CRIMES_mean,OTHER IPC CRIMES_std,RAPE_mean,RAPE_std,RIOTS_mean,RIOTS_std,ROBBERY_mean,ROBBERY_std,THEFT_mean,THEFT_std,TOTAL IPC CRIMES_mean,TOTAL IPC CRIMES_std
AJMER,15.928571428571429,8.042811273852768,97.85714285714286,36.6728932442083,53.642857142857146,13.669770933071167,291.92857142857144,97.91869805390304,424.64285714285717,85.18270603000005,713.7142857142857,412.34814054508485,3.5,2.534379001467011,23.0,9.089300556994726,514.0,205.54842214464662,5.5,4.536179347967083,2.7142857142857144,2.462911704859528,14.214285714285714,4.227721179740496,319.2142857142857,212.6955854922995,0.0,0.0,0.6428571428571429,1.0818177620697813,120.64285714285714,42.987667538953076,45.142857142857146,4.2761798705987895,3191.5,327.0692116827404,53.285714285714285,30.91285162524473,42.5,33.699463588517936,31.357142857142858,12.345083997328608,790.2857142857143,147.00467212430232,6826.0,935.9779747572959
AKOLA,34.714285714285715,6.329765719671942,109.14285714285714,44.02421910871183,48.07142857142857,12.356650565052536,266.14285714285717,47.571577071345324,126.64285714285714,22.12067304184427,89.07142857142857,25.634904947129243,7.928571428571429,6.378621574197139,19.571428571428573,4.815268755408486,144.64285714285714,25.677308578279295,1.8571428571428572,1.9555500055421298,10.285714285714286,3.9307186938967598,5.928571428571429,3.7511902872859664,760.6428571428571,192.59826947974742,0.0,0.0,29.428571428571427,20.582719733998996,27.5,8.064642678907822,48.214285714285715,7.943827516027497,1265.2142857142858,171.9097162741262,28.357142857142858,10.411584840988374,125.85714285714286,26.117654338241557,60.357142857142854,19.762463031083577,873.5,162.09102381069718,4125.214285714285,294.49779379385933
ALAPUZHA,21.0,7.942098153317112,194.57142857142858,50.28949161637018,28.857142857142858,7.862835100914672,196.92857142857142,31.059407804831256,23.357142857142858,81.09311565474228,225.85714285714286,82.58874680548855,2.2142857142857144,2.778449247292493,21.071428571428573,5.889551187213945,233.42857142857142,60.03167661994956,4.0,3.038218101251,5.928571428571429,3.604789244117539,1.2142857142857142,0.974961255922229,1240.642857142857,402.7804531088784,0.0,0.0,18.714285714285715,20.420308787797776,14.785714285714286,4.060666323278851,20.571428571428573,4.767103389404799,4879.071428571428,851.3372706228997,29.0,17.015829734058272,419.07142857142856,91.68463027449819,34.92857142857143,12.535882563599248,248.0,58.3002836778954,8287.07142857143,1239.5940690580749
ALIGARH,30.5,21.306373188826353,114.35714285714286,93.62495323433741,199.14285714285714,39.99587890858669,178.0,72.97523289023897,270.85714285714283,93.6062597700168,257.5,117.7100413989981,3.857142857142857,3.4161864220691576,104.71428571428571,27.32547014565932,261.7142857142857,97.45881068543665,29.214285714285715,6.784354982418927,15.357142857142858,10.035376983890103,55.785714285714285,15.054662305839251,308.5,48.36042565187747,0.0,0.0,25.785714285714285,24.375834727888165,214.57142857142858,120.92191650031805,171.14285714285714,24.809604662639902,1278.0714285714287,488.9786001744569,60.5,22.792542640082964,260.35714285714283,92.62298032084955,117.0,53.56807315499094,1047.0714285714287,529.5990448930667,5050.571428571428,1764.1347286019122
ALIRAJPUR,11.0,1.6329931618554525,23.571428571428573,8.202786982831768,37.0,10.98483803552272,36.714285714285715,10.656989658033293,74.0,11.298967504452193,4.142857142857143,2.0354009783964297,0.0,0.0,1.0,0.8164965809277259,8.142857142857142,5.984105932344765,0.8571428571428571,1.2149857925879117,1.8571428571428572,1.2149857925879117,0.42857142857142855,0.5345224838248488,242.42857142857142,81.96514938854021,0.0,0.0,0.2857142857142857,0.48795003647426666,14.0,4.396968652757639,59.0,11.0,571.0,88.97752525216694,27.285714285714285,7.631388814501279,15.714285714285714,7.387247699341654,8.857142857142858,4.336994790119514,73.85714285714286,13.557637102737473,1255.0,73.3643873642609
ALLAHABAD,13.928571428571429,11.67814715094483,84.92857142857143,81.19157239868821,121.07142857142857,40.53766394110788,257.0,67.30641757034648,336.5,77.52890279909018,238.71428571428572,127.406332756161,12.357142857142858,9.849694590010571,94.21428571428571,25.652046166484897,213.78571428571428,80.83047651762257,36.92857142857143,5.876475732355834,6.928571428571429,3.9118023725896225,60.285714285714285,12.700263906577034,416.7857142857143,187.4333434631049,0.0,0.0,33.857142857142854,30.669095301188893,147.21428571428572,89.27587198499558,136.21428571428572,15.938239317047302,1932.2857142857142,782.2963660887121,45.785714285714285,28.88486047802836,149.5,52.891398166431564,61.42857142857143,22.592423119656342,932.0,528.0502598456675,5379.571428571428,1956.9792544117074
ALMORA,2.2857142857142856,2.0164161440372537,4.857142857142857,1.4064216928154862,6.571428571428571,4.1826433620983625,16.571428571428573,7.408044335661126,11.928571428571429,6.877659325831559,10.357142857142858,8.661205661828122,0.7857142857142857,1.05090228108783,2.857142857142857,1.9158104473902604,6.928571428571429,2.36852065853142,1.4285714285714286,1.0894095588038444,1.0,1.8810798862519205,5.214285714285714,2.8603004529801903,25.571428571428573,20.850066540068276,0.0,0.0,1.7142857142857142,1.7728105208558367,7.928571428571429,12.21263082420621,10.785714285714286,7.073010146145171,52.642857142857146,18.74774711740112,4.5,2.7665585397468377,7.142857142857143,4.452434819756021,7.214285714285714,5.116768382614038,32.0,16.13405380887557,221.07142857142858,61.761905467957895
ALWAR,27.285714285714285,10.64409241301029,144.5,55.844220140287774,80.28571428571429,22.331173696904482,222.5,46.28797817011371,411.5,115.39147415512251,763.7857142857143,382.0962783567329,3.2142857142857144,2.778449247292493,27.571428571428573,9.982402098110036,443.42857142857144,177.2242014579769,3.4285714285714284,2.901307018842097,1.5,2.27866357593825,39.785714285714285,6.363097593861891,2201.214285714286,706.0322697540573,0.0,0.0,0.14285714285714285,0.36313651960128146,166.71428571428572,96.12206068042106,88.42857142857143,16.676627060346764,2483.5,700.0865605821128,108.14285714285714,89.00117297658943,69.14285714285714,116.693455846344,45.642857142857146,12.749703724202579,1772.642857142857,986.3840418528566,9199.785714285714,2528.2285734838574
AMBALA,7.636363636363637,2.3354968324845693,21.363636363636363,5.536654716933814,19.90909090909091,8.166450213581731,269.0,61.72195719515057,2.727272727272727,2.2401298663653,93.63636363636364,26.837558485349316,1.5454545454545454,1.3684762594679065,36.09090909090909,19.516426647593793,164.1818181818182,36.534417148267686,3.0,2.23606797749979,3.4545454545454546,2.5831622621754278,9.909090909090908,3.1766191290283907,228.9090909090909,35.03842047083328,0.0,0.0,17.09090909090909,10.064338482528749,28.181818181818183,11.241158141563368,31.818181818181817,6.462479119009698,1025.3636363636363,72.07395192061094,21.545454545454547,9.842394387176693,2.1818181818181817,1.6011359603844901,16.09090909090909,5.855844011832034,397.54545454545456,146.6249389676692,2406.4545454545455,327.76466058328003
AMBALA RURAL,3.5,0.7071067811865476,22.0,14.142135623730951,10.0,7.0710678118654755,105.0,18.384776310850235,62.0,84.8528137423857,46.0,1.4142135623730951,0.5,0.7071067811865476,5.0,1.4142135623730951,76.0,4.242640687119285,1.0,0.0,2.5,2.1213203435596424,5.0,2.8284271247461903,66.5,0.7071067811865476,0.0,0.0,2.0,2.8284271247461903,47.5,27.577164466275352,15.0,2.8284271247461903,400.5,86.97413408594535,14.0,4.242640687119285,0.0,0.0,8.0,2.8284271247461903,202.0,9.899494936611665,1096.0,19.79898987322333
AMBALA URBAN,5.5,0.7071067811865476,35.5,17.67766952966369,15.5,0.7071067811865476,378.0,22.627416997969522,61.5,85.55992052357225,89.0,14.142135623730951,0.5,0.7071067811865476,58.5,7.7781745930520225,164.5,7.7781745930520225,2.5,0.7071067811865476,3.5,4.949747468305833,3.0,2.8284271247461903,100.0,12.727922061357855,0.0,0.0,16.0,2.8284271247461903,117.0,59.39696961966999,16.0,1.4142135623730951,671.0,124.45079348883236,22.5,2.1213203435596424,2.0,1.4142135623730951,17.0,5.656854249492381,519.0,114.5512985522207,2298.5,61.518289963229634
AMBEDKAR NAGAR,4.0,4.69041575982343,14.642857142857142,6.934940994226742,32.42857142857143,10.248559266207474,39.5,20.19043947401458,52.214285714285715,26.288864479174364,50.142857142857146,25.752840449332794,0.8571428571428571,1.292412345317728,22.214285714285715,7.757661933941095,68.85714285714286,42.75126114713261,11.071428571428571,2.9733246275271292,1.5,1.9115036368906426,12.785714285714286,3.9453686856786994,153.78571428571428,49.91558808694869,0.0,0.0,7.928571428571429,7.457203906954007,46.57142857142857,18.3039057862787,34.714285714285715,11.048345308956181,331.42857142857144,168.60226948272455,14.428571428571429,4.397801648626202,32.642857142857146,17.548206758514116,17.071428571428573,5.784119981124523,108.5,20.11409762024941,1066.4285714285713,258.5398985086811
AMETHI,7.0,9.899494936611665,80.5,3.5355339059327378,55.5,7.7781745930520225,56.0,7.0710678118654755,135.0,2.8284271247461903,34.0,9.899494936611665,1.0,0.0,19.0,0.0,41.0,8.48528137423857,13.0,1.4142135623730951,2.5,3.5355339059327378,15.5,0.7071067811865476,201.5,13.435028842544403,0.0,0.0,0.0,0.0,115.5,0.7071067811865476,33.5,3.5355339059327378,503.0,97.58073580374356,32.5,7.7781745930520225,46.5,4.949747468305833,27.5,10.606601717798213,127.5,20.506096654409877,1594.0,101.82337649086284
